1.4781951904296875e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.015851974487304688,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.6927719116210938e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0010712146759033203,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.013739824295043945,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.71661376953125e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0010559558868408203,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.016869068145751953,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9788742065429688e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
2.1457672119140625e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.014770030975341797,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.5974044799804688e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01687908172607422,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.5020370483398438e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0157930850982666,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3828277587890625e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.015816926956176758,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.2159347534179688e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0010559558868408203,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01582193374633789,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3113021850585938e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.014776945114135742,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3113021850585938e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.019050121307373047,501,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
6.9141387939453125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01373291015625,501,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0021250247955322266,487,0,0,0,0,0,0.0,0.0,0.0,0.0
8.106231689453125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.014803886413574219,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.621246337890625e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
2.86102294921875e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01690196990966797,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.71661376953125e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01371908187866211,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3828277587890625e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.017932891845703125,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3113021850585938e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.013725042343139648,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.0967254638671875e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
0.0031599998474121094,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.013786077499389648,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.5020370483398438e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.017982006072998047,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.5020370483398438e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.013772964477539062,501,0,0,0,0,0,0.0,0.0,0.0,0.0
3.0994415283203125e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.018002986907958984,501,0,0,0,0,0,0.0,0.0,0.0,0.0
3.1948089599609375e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
9.059906005859375e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.013749122619628906,501,0,0,0,0,0,0.0,0.0,0.0,0.0
2.7894973754882812e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
5.0067901611328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.018049001693725586,501,0,0,0,0,0,0.0,0.0,0.0,0.0
5.602836608886719e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.3113021850585938e-05,330,0,0,0,0,0,0.0,0.0,0.0,0.0
0.01375889778137207,501,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-05,487,0,0,0,0,0,0.0,0.0,0.0,0.0
1.9073486328125e-06,330,0,0,0,0,0,0.0,0.0,0.0,0.0
